id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
47144,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.02,slight acid,0.5,0.37,adequate,3.83,moderate,20.0,low,2.0,high,5.6,adequate,2.49,adequate,1.18,adequate,1.0,adequate,110.0,adequate,5.33,adequate,0.46,adequate,-0.484889388,36.14855194,"Maize, beans, millet","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Millet/ Sorghum: At planting time apply 100 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN."
47145,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.96,medium acid,0.5,0.19,adequate,1.98,moderate,20.0,low,1.66,high,7.0,adequate,1.66,adequate,1.7,adequate,1.02,adequate,175.0,adequate,10.5,adequate,0.6,adequate,-0.484889388,36.14855194,"Maize, beans, millet","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Millet/ Sorghum: At planting time apply 100 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN."
47146,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.38,slight acid,0.5,0.15,adequate,1.57,moderate,35.0,adequate,2.6,high,5.2,adequate,1.85,adequate,1.77,adequate,1.22,adequate,164.0,adequate,11.6,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation."
47147,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.62,medium acid,0.5,0.19,adequate,2.19,moderate,35.0,adequate,1.66,high,2.0,adequate,1.9,adequate,1.23,adequate,1.25,adequate,214.0,adequate,8.2,adequate,0.64,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation."
47148,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.99,medium acid,0.5,0.21,adequate,2.37,moderate,30.0,adequate,1.42,adequate,6.6,adequate,1.5,adequate,1.25,adequate,1.02,adequate,98.2,adequate,11.2,adequate,0.4,adequate,-0.484889388,36.14855194,"Maize, beans, potato","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Potato: Just before planting apply 100 kg/acre of N:P:K 23:23:0. The fertilizer should be well worked into the soil to avoid close contact with the seeds."
47149,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,5.7,medium acid,0.5,0.18,adequate,1.9,moderate,20.0,low,1.35,adequate,3.6,adequate,1.4,adequate,1.78,adequate,1.37,adequate,140.0,adequate,10.1,adequate,0.39,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation."
47150,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.35,slight acid,0.5,0.23,adequate,2.58,moderate,10.0,low,2.2,high,12.8,adequate,2.82,adequate,1.15,adequate,1.4,adequate,200.0,adequate,25.2,adequate,0.34,adequate,-0.484889388,36.14855194,"Maize, beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 140 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 140 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting apply 140 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later."
47151,Nakuru,Individual,"Boror, Mosop, Rongai, Nakuru",,6.11,slight acid,0.5,0.13,adequate,1.17,low,30.0,adequate,1.86,high,5.6,adequate,2.05,adequate,1.08,adequate,1.34,adequate,201.0,adequate,10.5,adequate,0.4,adequate,-0.484889388,36.14855194,"Maize, beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content is low. At land preparation apply through broadcasting 4 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting apply 100 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later."
47152,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.0,slight acid,0.5,0.31,adequate,3.37,moderate,25.0,low,2.0,high,6.0,adequate,2.1,adequate,1.12,adequate,2.23,adequate,225.0,adequate,42.0,adequate,0.28,adequate,-0.484889388,36.14855194,"Kale, spider weed, managu","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Kale/ Spinach: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. 
Spider weed: Apply 100 kg/acre of N:P:K 23:23:0. 
Managu: At planting time apply 100 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN six weeks later after planting. "
47153,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.05,slight acid,0.5,0.15,adequate,1.61,moderate,20.0,low,2.0,high,3.8,adequate,2.02,adequate,1.15,adequate,1.46,adequate,188.0,adequate,13.0,adequate,0.38,adequate,-0.484889388,36.14855194,"Maize, potato, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Potato: Just before planting apply 100 kg/acre of N:P:K 23:23:0. The fertilizer should be well worked into the soil to avoid close contact with the seeds. 
Vegetables: At transplanting apply 100 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later."
47154,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.15,slight acid,0.5,0.21,adequate,2.27,moderate,25.0,low,1.88,high,7.4,adequate,1.75,adequate,1.02,adequate,1.17,adequate,383.0,high,14.3,adequate,0.74,adequate,-0.484889388,36.14855194,"Maize, beans, millet","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Millet: At planting time apply 100 kg/acre of N:P:K 23:23:0. Three weeks after sowing top dress with 60 kg/acre of CAN."
47155,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.23,slight acid,0.5,0.18,adequate,2.04,moderate,40.0,adequate,2.6,high,4.2,adequate,2.12,adequate,1.13,adequate,1.68,adequate,259.0,adequate,13.2,adequate,0.26,adequate,-0.484889388,36.14855194,"Beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting apply 80 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later."
47156,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.07,slight acid,0.5,0.18,adequate,2.02,moderate,20.0,low,1.96,high,4.8,adequate,1.84,adequate,1.33,adequate,1.46,adequate,168.0,adequate,13.8,adequate,0.3,adequate,-0.484889388,36.14855194,"Maize, beans, kale","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Kale: At planting time apply 100 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks.  "
47157,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,5.81,medium acid,0.5,0.2,adequate,2.26,moderate,20.0,low,1.82,high,3.8,adequate,1.54,adequate,1.12,adequate,1.96,adequate,170.0,adequate,13.3,adequate,0.24,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
47158,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.35,slight acid,0.5,0.19,adequate,2.14,moderate,30.0,adequate,2.2,high,8.6,adequate,2.27,adequate,1.02,adequate,2.13,adequate,228.0,adequate,21.0,adequate,0.46,adequate,-0.484889388,36.14855194,"Maize, beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting apply 100 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later."
47159,Nakuru,Individual,"Summek, Mosop, Rongai, Nakuru",,6.12,slight acid,0.5,0.25,adequate,2.8,moderate,50.0,adequate,2.6,high,12.0,adequate,2.5,adequate,0.89,adequate,1.68,adequate,89.5,adequate,12.6,adequate,0.5,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 50 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 50 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
